gisaid_epi_isl,strain,date,host
EPI_ISL_739274,USA/CA-CZB-14834/2020,2020-11-19,Human
EPI_ISL_4484230,Slovakia/UVZ_PL36_F2_17785/2021,2021-01-09,Human
EPI_ISL_5944643,USA/NY-COV-901/2020,2020-06-12,Human
EPI_ISL_614437,Denmark/DCGC-978/2020,2020-03-09,Human
EPI_ISL_766355,Gibraltar/205121230/2020,2020,Human
EPI_ISL_831630,USA/WI-UW-2749/2021,2021-01-05,Human
EPI_ISL_8501772,Latvia/4688/2021,2021-06,Human
EPI_ISL_1014972,mink/USA/WI-CDC-3892896-001/2020,2020-10-13,Mink
EPI_ISL_1317736,Norway/2001/2021,2021-01-11,Human
EPI_ISL_1027308,USA/CA-CZB-23108/2020,2020-12-04,Human
EPI_ISL_6017706,England/LIVE-E24CC8/2021,2021-09-29,Human
EPI_ISL_1461718,USA/NC-CDC-LC0027640/2021,2021-03-05,Human
EPI_ISL_1094873,USA/LA-CDC-2-3881146/2021,2021-02-02,Human
EPI_ISL_523093,mink/Netherlands/NB-EMC-3-4/2020,2020-05-06,Mink
EPI_ISL_548322,USA/CA-CZB-3309/2020,2020-07-17,Human
EPI_ISL_5439999,USA/CO-CDPHE-2004280476/2020,2020-04-28,Human
EPI_ISL_613410,Spain/EX-IBV-97004996/2020,2020-05-28,Human
EPI_ISL_1095261,USA/LA-CDC-2-3845903/2021,2021-01-19,Human
EPI_ISL_2727973,USA/WY-WYPHL-20039095/2020,2020-07-07,Human
EPI_ISL_2936431,Turkey/HSGM-B14230/2021,2021-05-25,Human
EPI_ISL_1095524,Turkey/HSGM-2640/2021,2021-02-08,Human
EPI_ISL_3050762,mink/Denmark/mDK-841/2020,2020-08-24,Mink
EPI_ISL_2896209,mink/USA/UT-20-023279-003/2020,2020-08-14,Mink
EPI_ISL_2193622,USA/NJ-NYGC-NJ-BioR-504-Ampliseq/2020,2020-09-23,Human
EPI_ISL_1503509,USA/MA-MASPHL-02254/2021,2021-03-02,Human
EPI_ISL_8142130,USA/TN-SPHL-1621/2021,2021-01-12,Human
EPI_ISL_5869086,USA/ID-IVREF-676378/2020,2020,Human
EPI_ISL_489512,England/CAMB-1AC5BB/2020,2020-04-22,Human
EPI_ISL_969245,Kenya/C81222/2021,2021-01-25,Human
EPI_ISL_5804780,deer/USA/IA-208112/2020,2020-12-10,Odocoileus virginianus
EPI_ISL_3099778,USA/WY-WYPHL-20128380/2020,2020-11-09,Human
EPI_ISL_5847433,USA/CO-CDPHE-2009131686/2020,2020-09-11,Human
EPI_ISL_577807,mink/Netherlands/NB-EMC-46-5/2020,2020-09-02,Mink
EPI_ISL_1799046,USA/AZ-CDC-LC0045020/2021,2021-04-15,Human
EPI_ISL_683053,mink/Denmark/mDK-202/2020,2020-11-03,Mink
EPI_ISL_5687704,Italy/EMR-UA-02_00009/2020,2020-03-12,Human
EPI_ISL_1031775,USA/MD-CDC-LC0009669/2021,2021-01-24,Human
EPI_ISL_683150,mink/Denmark/mDK-301/2020,2020-11-10,Mink
EPI_ISL_1170017,Turkey/HSGM-4274/2021,2021-02-12,Human
EPI_ISL_5440637,USA/CO-CDPHE-2007070535/2020,2020-07-03,Human
EPI_ISL_730191,USA/CA-ALSR-4872/2020,2020-11-03,Human
EPI_ISL_1383041,Spain/NC-CHN-01000218/2020,2020-03-24,Human
EPI_ISL_8744788,Poland/2435598221/2022,2022-01-14,Human
EPI_ISL_5439854,USA/CO-CDPHE-2004230083/2020,2020-04-21,Human
EPI_ISL_854111,Austria/CeMM1696/2020,2020,Human
EPI_ISL_1980189,England/PORT-2E014D/2020,2020,Human
EPI_ISL_1731545,Gambia/22160/2020,2020-08-21,Human
EPI_ISL_1227573,USA/NY-Wadsworth-21024809-01/2021,2021-02-15,Human
EPI_ISL_462915,USA/WY-WYPHL-00022/2020,2020-03-20,Human
EPI_ISL_2596692,France/PAC-IHU-0257_Illu2/2020,2020-03-30,Human
EPI_ISL_942808,USA/WI-GMF-47686/2021,2021-01-07,Human
EPI_ISL_8132090,Italy/CAM-TIGEM-IZSM-COLLI-22802/2021,2021,Human
EPI_ISL_1921945,USA/IL-IDPH-CAS-S-0001147/2020,2020-06-25,Human
EPI_ISL_1512992,USA/MN-CDC-IBX703071262105/2021,2021-03-17,Human
EPI_ISL_1528709,USA/WV-WVU-WV090439/2021,2021-01-06,Human
EPI_ISL_2984760,Turkey/HSGM-B17215/2021,2021-06-16,Human
EPI_ISL_3065991,HongKong/CUHK-NC1698/2020,2020-03-21,Human
EPI_ISL_3946299,Nigeria/CV1966/2021,2021-08-02,Human
EPI_ISL_802996,USA/CA-QDX-2759/2020,2020-12-26,Human
EPI_ISL_444226,England/LOND-D54AE/2020,2020-04-15,Human
EPI_ISL_4251961,Kenya/ILRI_KEMRI_02_91932/2021,2021-05-02,Human
EPI_ISL_2887749,Sweden/SUS0002554/2021,2021-06-14,Human
EPI_ISL_1037757,USA/CA-CDC-LC0012620/2021,2021-01-31,Human
EPI_ISL_5054997,USA/CA-UCSF-CC523/2021,2021-03-25,Human
EPI_ISL_561029,Gambia/GC19-1715/2020,2020-05-22,Human
EPI_ISL_2193456,USA/NJ-NYGC-NJ-BioR-605-Ampliseq/2020,2020-09-23,Human
EPI_ISL_4547529,Russia/MOS-CRIE-L186L0225u/2021,2021-08-17,Human
EPI_ISL_5443309,USA/CA-CDPH-2000014265/2020,2020-12-14,Human
EPI_ISL_2920192,USA/WY-WYPHL-20118961/2020,2020-11-03,Human
EPI_ISL_2840525,Belgium/rega-10065/2021,2021-03-24,Human
EPI_ISL_1093965,USA/CA-UCSF-JD193/2021,2021-01-25,Human
EPI_ISL_613799,USA/FL-BPHL-1752/2020,2020-10-02,Human
EPI_ISL_2877486,France/HDF-IPP5514/2020,2020-04-08,Human
EPI_ISL_7266230,India/KL-GENESCOV00234/2020,2020,Human
EPI_ISL_2100866,USA/OH-21AM-015CO01228/2021,2021-01-15,Human
EPI_ISL_683288,mink/Denmark/mDK-550/2020,2020-10-19,Mink
EPI_ISL_1586393,Iceland/1153/2020,2020-03-23,Human
EPI_ISL_2335439,Japan/PG-40912/2021,2021-04-21,Human
EPI_ISL_1494115,USA/IL-IDPH-COO-C-001051/2020,2020-05-07,Human
EPI_ISL_7857744,USA/CA-CDPH-2000008499/2020,2020-12-09,Human
EPI_ISL_830623,USA/NY-Wadsworth-21003851-01/2020,2020-12-31,Human
EPI_ISL_8736321,England/BRBR-319C7EC/2022,2022-01-07,Human
EPI_ISL_683264,mink/Denmark/mDK-522/2020,2020-10-20,Mink
EPI_ISL_683199,mink/Denmark/mDK-444/2020,2020-10-28,Mink
EPI_ISL_5848091,USA/CO-CDPHE-2009112626/2020,2020-09-09,Human
EPI_ISL_5439795,USA/CO-CDPHE-2004220628/2020,2020-04-22,Human
EPI_ISL_732951,mink/Poland/Pomorskie_46/2020,2020-11-17,Mink
EPI_ISL_672244,USA/CA-CZB-10172/2020,2020-05-11,Human
EPI_ISL_499730,England/LIVE-A66A0/2020,2020-03-19,Human
EPI_ISL_1032963,USA/CA-RD-RA03231/2021,2021-01-29,Human
EPI_ISL_2100963,USA/OH-21AM-020CO01339/2021,2021-01-20,Human
EPI_ISL_8215701,Egypt/NRC-1039/2021,2021-09-29,Human
EPI_ISL_630940,England/ALDP-AA4A9D/2020,2020-10-21,Human
EPI_ISL_1679189,USA/MN-CDC-STM-000049139/2021,2021-04-01,Human
EPI_ISL_457982,Oman/205029065/2020,2020-04-13,Human
EPI_ISL_1936965,France/HDF-100002674173/2021,2021-04,Human
EPI_ISL_483340,USA/CA-ALSR-0761-IPL/2020,2020-04-11,Human
EPI_ISL_1014987,mink/USA/WI-CDC-3892594-001/2020,2020-10-13,Mink
EPI_ISL_2735451,England/MILK-B14B94/2020,2020-10-21,Human
EPI_ISL_541968,Spain/IB-IBV-99007264/2020,2020-02-28,Human
EPI_ISL_7617483,Canada/QC-1nDJXQ-2008001996A/2020,2020-03-20,Human
EPI_ISL_2230768,USA/CA-SC-211322/2021,2021-01-13,Human
EPI_ISL_1216912,Germany/HE-RKI-I-032694/2021,2021-02-24,Human
EPI_ISL_1130108,Switzerland/GR-ETHZ-400033/2020,2020-12-04,Human
EPI_ISL_1840856,Germany/BE-ChVir-LB-210429-8385/2021,2021-04-25,Human
EPI_ISL_1086222,USA/MO-CDC-QDX21398906/2021,2021-01-25,Human
EPI_ISL_2343002,Mexico/YUC-InDRE_FB15135_S2334/2021,2021-03-20,Human
EPI_ISL_437496,SaudiArabia/KAUST-Jeddah59/2020,2020-03-25,Human
EPI_ISL_5440972,USA/CO-CDPHE-2007160399/2020,2020-07-13,Human
EPI_ISL_1013824,Netherlands/DR-RIVM-12108/2021,2021-01-26,Human
EPI_ISL_5443103,USA/CA-CDPH-2000015605/2020,2020-12-15,Human
EPI_ISL_8772320,England/MILK-31ECA99/2022,2022-01-11,Human
EPI_ISL_7660931,USA/CA-CDPH-1002006651/2021,2021-09-14,Human
EPI_ISL_432104,Wales/PHWC-27D75/2020,2020,Human
EPI_ISL_478668,England/NORT-2987CA/2020,2020-04-18,Human
EPI_ISL_8170987,Netherlands/ZH-MZ-1258/2021,2021-01-12,Human
EPI_ISL_547991,NewZealand/20CV0089/2020,2020-08-17,Human
EPI_ISL_722425,Netherlands/ZH-EMC-1068/2020,2020-10-05,Human
EPI_ISL_579364,NewZealand/20VR2943/2020,2020,Human
EPI_ISL_3304290,USA/CA-CDPH-2000026146/2021,2021-01-13,Human
EPI_ISL_683128,mink/Denmark/mDK-278/2020,2020-11-10,Mink
EPI_ISL_8663298,Germany/NW-RKI-I-417287/2021,2021-12-29,Human
EPI_ISL_1031905,USA/VA-CDC-LC0010996/2021,2021-01-27,Human
EPI_ISL_768745,Ireland/LH-NVRL-MPS83288/2020,2020-04-15,Human
EPI_ISL_2341828,India/OR-ILSGS01210/2021,2021-03-20,Human
EPI_ISL_786580,USA/TX-HMH-MCoV-15096/2020,2020-10-18,Human
EPI_ISL_451829,Switzerland/AG-ETHZ-101165/2020,2020-03-31,Human
EPI_ISL_695135,USA/AZ-TG491511/2020,2020-06-19,Human
EPI_ISL_3245483,USA/NY-NYULH2371/2021,2021-06-01,Human
EPI_ISL_934538,Austria/CeMM2408/2021,2021-01-07,Human
EPI_ISL_1446178,USA/MA-CDC-ASC210003693/2021,2021-03-11,Human
EPI_ISL_5718395,Guadeloupe/IPP30329/2021,2021-09-27,Human
EPI_ISL_577750,mink/Netherlands/NB-EMC-28-2/2020,2020-08-08,Mink
EPI_ISL_1402986,USA/PA-VSP0950/2021,2021-03-08,Human
EPI_ISL_2201722,USA/UT-UPHL-2104221724/2021,2021-03-31,Human
EPI_ISL_1586630,Iceland/945/2020,2020-04-01,Human
EPI_ISL_2551552,USA/WY-WYPHL-20137003/2020,2020-11-15,Human
EPI_ISL_1527727,USA/MI-MDHHS-SC25590/2021,2021-03-17,Human
EPI_ISL_5517746,USA/IL-IDPH-KAK-S-000620/2020,2020-05-11,Human
EPI_ISL_2232057,Greece/COV-8/2020,2020,Human
EPI_ISL_6368568,India/TG-CCMB-CIB1486/2021,2021-10-04,Human
EPI_ISL_847538,USA/CA-CDPH-UC654/2020,2020-12-23,Human
EPI_ISL_703797,England/PORT-2F5628/2020,2020,Human
EPI_ISL_925329,mink/USA/MI-CDC-3886922-001/2020,2020-10-16,Mink
EPI_ISL_468052,Egypt/CUNCI-HGC005/2020,2020-05-02,Human
EPI_ISL_4080318,Peru/LIM-INS-4265/2021,2021-07-30,Human
EPI_ISL_2984699,Turkey/HSGM-B17093/2021,2021-06-16,Human
EPI_ISL_6565634,USA/FL-BPHL-14748/2021,2021-01-27,Human
EPI_ISL_641443,mink/Denmark/mDK-50/2020,2020-10-01,Mink
EPI_ISL_904339,mink/Netherlands/NB-EMC-52-7/2020,2020,Mink
EPI_ISL_856980,USA/CA-CZB-9967/2020,2020-06-10,Human
EPI_ISL_983257,USA/NY-Wadsworth-21008030-01/2021,2021-01-08,Human
EPI_ISL_528026,Switzerland/BS-UHB-42187832/2020,2020-03-12,Human
EPI_ISL_1742780,USA/WV-WVU-WV118495/2021,2021-04-03,Human
EPI_ISL_5440503,USA/CO-CDPHE-2007012028/2020,2020-06-30,Human
EPI_ISL_1660451,Bahrain/920858679/2021,2021-04-10,Human
EPI_ISL_767716,Ireland/LH-NVRL-MPS79143/2020,2020-04-16,Human
EPI_ISL_875900,USA/AL-Etowah-JEDE/2020,2020-10-30,Human
EPI_ISL_544256,USA/TX-HMH-4685/2020,2020-06-20,Human
EPI_ISL_1184329,USA/TX-DSHS-2765/2020,2020-06-15,Human
EPI_ISL_1363275,USA/AZ-TG767846/2021,2021-03-08,Human
EPI_ISL_2225698,Norway/2514/2020,2020-05-06,Human
EPI_ISL_770713,Germany/NW-HHU-479/2020,2020-12-06,Human
EPI_ISL_729578,Germany/SH-ChVir8321/2020,2020-07-27,Human
EPI_ISL_680275,NorthernIreland/NIRE-2332A2/2020,2020-09-25,Human
EPI_ISL_1477855,USA/CA-CZB-27495/2021,2021-01-16,Human
EPI_ISL_5637157,USA/CA-CDPH-500015692/2021,2021-09-04,Human
EPI_ISL_3101748,USA/CA-CDPH-2000030605/2021,2021-01-20,Human
EPI_ISL_887205,Germany/BAV-PL-virotum_8dp7/2020,2020-05-15,Human
EPI_ISL_552921,England/ALDP-936E2C/2020,2020-06-21,Human
EPI_ISL_794176,USA/NY-Wadsworth-292835-01/2020,2020-12-31,Human
EPI_ISL_2984565,Turkey/HSGM-B16692/2021,2021-06-16,Human
EPI_ISL_4174418,USA/NY-UB-ECPHL-01487/2020,2020-11-23,Human
EPI_ISL_454293,Portugal/PT0570/2020,2020-04-14,Human
EPI_ISL_3670004,USA/CA-CDPH-2000025593/2021,2021-01-13,Human
EPI_ISL_619455,Denmark/DCGC-1285/2020,2020-03-16,Human
EPI_ISL_522997,mink/Netherlands/NB-EMC-1-12/2020,2020-04-28,Mink
EPI_ISL_1494230,USA/IL-IDPH-IRO-S-0001717/2020,2020-08-09,Human
EPI_ISL_1469208,Sweden/RVFOI21-00682/2020,2020-11-11,Human
EPI_ISL_2425425,USA/MD-MDH-2490/2021,2021-02-11,Human
EPI_ISL_527939,Switzerland/BL-UHB-42178070/2020,2020-03-05,Human
EPI_ISL_1585967,Iceland/1194/2020,2020-03-30,Human
EPI_ISL_6331577,France/PAC-IHU-37591-Nova1M/2021,2021-10,Human
EPI_ISL_632473,mink/Netherlands/NB-EMC-60-4/2020,2020,Mink
EPI_ISL_3672833,Turkey/HSGM-D23973/2021,2021-08-21,Human
EPI_ISL_1170339,Canada/ON-PHL-20-80146/2020,2020-03,Human
EPI_ISL_6171689,USA/GA-CDC-ASC210364108/2021,2021-10-14,Human
EPI_ISL_683308,mink/Denmark/mDK-574/2020,2020-10-15,Mink
EPI_ISL_2989943,USA/FL-Shands-VTM-508/2021,2021-01,Human
EPI_ISL_3671819,USA/CA-CDPH-2000020662/2021,2021-01-03,Human
EPI_ISL_1366728,Ecuador/USFQ-971/2021,2021,Human
EPI_ISL_1514191,USA/PA-CDC-LC0032885/2021,2021-03-21,Human
EPI_ISL_8542937,syrianhamster/India/MH-ICMR-MCL-21-11828-HAM2NT-P1-8413/2021,2021-11,Mesocricetus auratus
EPI_ISL_1526351,France/PAC-HCL021056641501/2021,2021-03-16,Human
EPI_ISL_6900364,Israel/SMC-7023000/2021,2021-11-18,Human
EPI_ISL_1714076,Qatar/QA-WCMQ_FD15540741/2020,2020-05-12,Human
EPI_ISL_1028472,USA/WA-CDC-LC0000719/2020,2020-12-23,Human
EPI_ISL_754452,USA/NY-Wadsworth-284180-01/2020,2020-12-07,Human
EPI_ISL_512166,USA/CA-ALSR-1753/2020,2020-05-18,Human
EPI_ISL_578863,USA/LA-EVTL459/2020,2020-06-22,Human
EPI_ISL_538052,Spain/VC-IBV-98003116/2020,2020-03-16,Human
EPI_ISL_2360562,SouthAfrica/VIDA-KRISP-K011196/2021,2021-02-01,Human
EPI_ISL_5742713,Japan/PG-149173/2021,2021-09-30,Human
EPI_ISL_1391903,USA/PA-CDC-STM-000032937/2021,2021-03-10,Human
EPI_ISL_2013676,USA/MN-CDC-IBX524664848640/2021,2021-04-08,Human
EPI_ISL_1359896,France/PAC-HCL021018184401/2021,2021-01-10,Human
EPI_ISL_3049442,Kenya/C47974/2020,2020-08-24,Human
EPI_ISL_2223549,USA/TX-HMH-MCoV-40367/2020,2020-08-03,Human
EPI_ISL_1633573,Ecuador/UEES-HLV040/2021,2021,Human
EPI_ISL_683316,mink/Denmark/mDK-582/2020,2020-10-14,Mink
EPI_ISL_1227257,USA/NY-Wadsworth-21010660-01/2021,2021-01-21,Human
EPI_ISL_845815,USA/AZ-TG703665/2020,2020-12-22,Human
EPI_ISL_683215,mink/Denmark/mDK-463/2020,2020-10-23,Mink
EPI_ISL_8693915,mink/Poland/52344-17/2021,2021-12-01,Mink
EPI_ISL_594215,USA/MI-MDHHS-SC22103/2020,2020-05-01,Human
EPI_ISL_1914898,SouthAfrica/NICD-N4364/2021,2021-01-06,Human
EPI_ISL_8207138,monkey/USA/LA-MAN0002A18/2020,2020-06-22,Chlorocebus sabaeus
EPI_ISL_1459202,USA/TX-CDC-FG-011826/2021,2021-03-10,Human
EPI_ISL_1914790,SouthAfrica/NICD-N3297/2021,2021-01-04,Human
EPI_ISL_6569609,Ecuador/NIC-INSPI-15267/2021,2021-11-17,Human
EPI_ISL_2141898,mink/Latvia/2329/2021,2021-04-28,Mink
EPI_ISL_8783162,Poland/87_03_01/2022,2022-01-16,Human
EPI_ISL_1969789,Canada/QC-HPB-U02812819Q/2020,2020-12-28,Human
EPI_ISL_925314,mink/USA/MI-CDC-3886516-001/2020,2020-10-13,Mink
EPI_ISL_6331896,France/PAC-IHU-37946-Nova1M/2020,2020-04,Human
EPI_ISL_1444175,USA/PA-CDC-STM-000034072/2021,2021-03-12,Human
EPI_ISL_4194674,France/CVL-IPP24806/2021,2021,Human
EPI_ISL_451838,Switzerland/ZH-ETHZ-101175/2020,2020-03-31,Human
EPI_ISL_5442919,USA/CA-CDPH-2000015537/2020,2020-12-15,Human
EPI_ISL_1160488,USA/VA-CDC-LC0017657/2021,2021-02-16,Human
EPI_ISL_6782042,USA/NH-NHPHL-2103170122/2021,2021-03-17,Human
EPI_ISL_851060,mink/Lithuania/MR-LUHS-Eilnr1490420/2020,2020-11,Mink
EPI_ISL_4235680,Finland/THL-202122792/2021,2021-07-26,Human
EPI_ISL_1148321,Germany/SN-RKI-I-018159/2021,2021-02-08,Human
EPI_ISL_6329979,France/PAC-IHU-39720_Nova1/2020,2020-04,Human
EPI_ISL_1513829,USA/WV-CDC-LC0031969/2021,2021-03-15,Human
EPI_ISL_683300,mink/Denmark/mDK-564/2020,2020-10-15,Mink
EPI_ISL_3393441,France/HDF-HMN-21072120284/2021,2021-07-12,Human
EPI_ISL_2329604,USA/CA-SEARCH-100113/2020,2020-07-09,Human
EPI_ISL_1905577,USA/MI-MDHHS-SC26451/2020,2020-04-06,Human
EPI_ISL_6783610,USA/IN-CDC-QDX30855991/2021,2021-11-05,Human
EPI_ISL_1244868,England/CAMC-137A2D8/2021,2021-03-02,Human
EPI_ISL_1226001,USA/KY-CDC-2-3921536/2021,2021-01-14,Human
EPI_ISL_452475,Spain/NC-IBV-001426/2020,2020-03-23,Human
EPI_ISL_982449,USA/NY-Wadsworth-21008500-01/2021,2021-01-06,Human
EPI_ISL_2818201,NorthernIreland/PHEC-L30AL1F1/2021,2021,Human
EPI_ISL_449081,England/NORW-E78BC/2020,2020-05-05,Human
EPI_ISL_471719,USA/MI-MDHHS-SC20695/2020,2020-05-20,Human
EPI_ISL_2313734,USA/MN-CDC-IBX421965373589/2021,2021-03-18,Human
EPI_ISL_683232,mink/Denmark/mDK-486/2020,2020-10-22,Mink
EPI_ISL_1500648,USA/AZ-TG794421/2020,2020-11-03,Human
EPI_ISL_967321,USA/OH-CDC-STM-000001679/2021,2021-01-14,Human
EPI_ISL_2629611,Brazil/RJ-LVM28882/2020,2020-12-11,Human
EPI_ISL_1901945,Sweden/DC108253091/2021,2021-03-13,Human
EPI_ISL_2616130,USA/WV-WVU-WV119846/2021,2021-02-27,Human
EPI_ISL_1667020,USA/CO-CDC-FG-019927/2021,2021-04-02,Human
EPI_ISL_739106,USA/CA-CZB-14846/2020,2020-11-20,Human
EPI_ISL_3946405,Sweden/01_SE100_21CS505855/2020,2020-04-17,Human
EPI_ISL_6565671,USA/FL-BPHL-14785/2021,2021-01-28,Human
EPI_ISL_1884729,Denmark/DCGC-76158/2021,2021-01-11,Human
EPI_ISL_925324,mink/USA/MI-CDC-3886786-001/2020,2020-10-15,Mink
EPI_ISL_1088362,USA/MO-CDC-QDX21753384/2021,2021-02-06,Human
EPI_ISL_2824456,Canada/QC-1nIUH-5524317314/2021,2021-03-01,Human
EPI_ISL_2610949,Switzerland/BS-UHB-42564373/2020,2020-11-29,Human
EPI_ISL_8783186,Poland/14103.01/2022,2022-01-16,Human
EPI_ISL_1097622,USA/CO-CDPHE-2100400390/2021,2021-02-09,Human
EPI_ISL_442542,England/CAMB-81465/2020,2020-04-10,Human
EPI_ISL_3304858,USA/CA-CDPH-2000026497/2021,2021-01-15,Human
EPI_ISL_1533550,USA/GA-CDC-4049220-001/2020,2020-11-17,Human
EPI_ISL_8482179,USA/IL-NM-12512/2021,2021-02-01,Human
EPI_ISL_489039,Scotland/EDB2810/2020,2020-03-30,Human
EPI_ISL_7507094,Slovakia/39101/2021,2021-11-29,Human
EPI_ISL_6332025,France/PAC-IHU-38097-Nova1M/2020,2020-04,Human
EPI_ISL_419188,France/ARA-12270/2020,2020-03-22,Human
EPI_ISL_1029102,USA/MO-CDC-LC0000087/2020,2020-12-24,Human
EPI_ISL_5259677,USA/CO-CDPHE-2008262483/2020,2020-08-25,Human
EPI_ISL_3162274,Botswana/R23B55_BHP_000587453/2021,2021-07-09,Human
EPI_ISL_555303,Wales/ALDP-94FAE0/2020,2020-06-15,Human
EPI_ISL_2749234,NorthernIreland/PHEC-L307L5DA/2021,2021,Human
EPI_ISL_7934042,USA/FL-Path-SAL-4267/2021,2021-11,Human
EPI_ISL_683098,mink/Denmark/mDK-245/2020,2020-11-06,Mink
EPI_ISL_2224334,USA/TX-HMH-MCoV-42440/2020,2020-07-13,Human
EPI_ISL_2158021,Turkey/HSGM-B11203/2021,2021-04-28,Human
EPI_ISL_791930,USA/MA-MGH-01344/2020,2020-05-05,Human
EPI_ISL_2824431,Canada/QC-1nIUH-5524313426/2021,2021-02-24,Human
EPI_ISL_568697,Kenya/C256/2020,2020-04-04,Human
EPI_ISL_3128173,USA/CA-CDPH-2000023491/2021,2021-01-13,Human
EPI_ISL_7276279,Canada/ON-SC6763/2021,2021-04-10,Human
EPI_ISL_8878821,Georgia/Tb-sNGS3049/2022,2022-01-08,Human
EPI_ISL_853363,USA/PA-MGEL-01278/2020,2020-12-18,Human
EPI_ISL_1856478,USA/VA-CAV_VAS3N_00000592_01/2021,2021-02,Human
EPI_ISL_1286708,Germany/BW-RKI-I-040347/2021,2021-01-31,Human
EPI_ISL_1527630,mink/USA/OR-20-034329-005/2020,2020-11-24,Mink
EPI_ISL_452073,Denmark/ALAB-HH-223/2020,2020-04-28,Human
EPI_ISL_697798,Ecuador/USFQ-531/2020,2020-11-30,Human
EPI_ISL_2842886,Qatar/QA.QU_19.3.E11/2021,2021-05-03,Human
EPI_ISL_1171288,USA/OR-OHSU-8824/2020,2020-12-31,Human
EPI_ISL_3945349,Nigeria/CV1990/2021,2021-07,Human
EPI_ISL_1094145,USA/CA-UCSF-JD532/2021,2021-01-18,Human
EPI_ISL_4389618,USA/MN-CDC-IBX282814885985/2021,2021-03-25,Human
EPI_ISL_1314265,USA/MI-UM-10037594993/2020,2020-12-29,Human
EPI_ISL_984594,USA/CA-CDPH-UC1645/2020,2020-12-22,Human
EPI_ISL_2018022,USA/WY-WYPHL20142840/2020,2020-11-18,Human
EPI_ISL_1340263,USA/MI-CDC-STM-000029670/2021,2021-03-04,Human
EPI_ISL_4878314,deer/USA/OH-OSU-0025/2021,2021-01-26,Odocoileus virginianus
EPI_ISL_3552223,USA/IL-IDPH-MON-C-002082/2020,2020-09-01,Human
EPI_ISL_4496575,Mexico/CMX-INER-IBT-0621/2020,2020-08-05,Human
EPI_ISL_2958983,dog/USA/FL-21-002342-001/2021,2021-01-15,Canis lupus familiaris
EPI_ISL_5253748,USA/CO-CDPHE-2005271707/2020,2020-05-27,Human
EPI_ISL_1098893,Greece/A26/2020,2020,Human
EPI_ISL_3119092,USA/CA-CDPH-2000019739/2021,2021-01-04,Human
EPI_ISL_6386646,Australia/QLD1576/2020,2020-04-13,Human
EPI_ISL_1167830,Chile/AR-265171/2020,2020-02-16,Human
EPI_ISL_2983707,Netherlands/GR-UMCG-MMB_2115/2020,2020-03-19,Human
EPI_ISL_1048659,USA/ME-HETL-J1655/2020,2020-12-26,Human
EPI_ISL_481640,Finland/29M14S1/2020,2020-03-29,Human
EPI_ISL_636603,SintEustatius/BQ-RIVM-10373/2020,2020-09-07,Human
EPI_ISL_2984736,Turkey/HSGM-B17154/2021,2021-06-16,Human
EPI_ISL_5384351,USA/TX-HMH-MCoV-49576/2020,2020-07-12,Human
EPI_ISL_2759428,USA/NY-17-21-1/2021,2021-01-04,Human
EPI_ISL_422419,Taiwan/NTU17/2020,2020-03-19,Human
EPI_ISL_469059,Sweden/20-14647/2020,2020-05-14,Human
EPI_ISL_428927,Poland/PL_P4/2020,2020-03-28,Human
EPI_ISL_683235,mink/Denmark/mDK-489/2020,2020-10-21,Mink
EPI_ISL_1464786,USA/AZ-TG781111/2020,2020-11-02,Human
EPI_ISL_509209,USA/OR-OHSU-1465/2020,2020-07-17,Human
EPI_ISL_1032751,USA/IL-IDPH-MAO-S-0001287/2020,2020-07-09,Human
EPI_ISL_7236538,Kenya/C103229/2021,2021-07-08,Human
EPI_ISL_2827827,Guatemala/GUA-LNS-47448/2020,2020-09-30,Human
EPI_ISL_3009236,USA/AZ-TG960492/2020,2020-09-04,Human
EPI_ISL_4254484,Australia/NSW-SAVID-3918/2020,2020-03-26,Human
EPI_ISL_517852,USA/FL-BPHL-0962/2020,2020-07-08,Human
EPI_ISL_3373335,USA/PA-M20156874/2020,2020-12-10,Human
EPI_ISL_2246866,USA/WY-WYPHL-20157330/2020,2020-12-03,Human
EPI_ISL_3010321,USA/CA-OC-177/2021,2021-06-30,Human
EPI_ISL_2602774,Kenya/K92988/2020,2020-11-06,Human
EPI_ISL_1236021,USA/TX-HMH-MCoV-26241/2021,2021-03-04,Human
EPI_ISL_1354003,Germany/BY-RKI-I-046579/2021,2021-03-04,Human
EPI_ISL_3024767,USA/MD-MDH-3195/2021,2021-01-14,Human
EPI_ISL_8619819,mink/Latvia/5337/2021,2021-10-13,Mink
EPI_ISL_577906,Netherlands/UT-EMC-90/2020,2020,Human
EPI_ISL_1693377,USA/MN-CDC-IBX311196358802/2021,2021-03-24,Human
EPI_ISL_469883,NorthernIreland/NIRE-1010D1/2020,2020-04-29,Human
EPI_ISL_547309,USA/TX-HMH-6202/2020,2020-07-04,Human
EPI_ISL_2133143,USA/FL-CDC-QDX24365418/2021,2021-04-27,Human
EPI_ISL_2836004,USA/un-Yale-5635/2021,2021-03-02,Human
EPI_ISL_418402,Finland/14M13/2020,2020-03-14,Human
EPI_ISL_1271633,Canada/ON-PHL-20-02959/2020,2020-10,Human
EPI_ISL_6331830,France/PAC-IHU-37870-Nova1M/2020,2020-04,Human
EPI_ISL_979714,USA/CA-CZB-19115/2020,2020-12-03,Human
EPI_ISL_545706,USA/TX-HMH-7918/2020,2020-06-29,Human
EPI_ISL_8619828,mink/Latvia/5349/2021,2021-10-07,Mink
